Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci.php,1085,0,4700,5140.354601884983,2459.794012000202,8136.458845998277,21.0,18.32421256622053,0.0,4700,5400,6300,6500,6600,6600,6700,7800,8100,8100,8100
,Aggregated,1085,0,4700,5140.354601884983,2459.794012000202,8136.458845998277,21.0,18.32421256622053,0.0,4700,5400,6300,6500,6600,6600,6700,7800,8100,8100,8100
