CPU_Percentage
99.96
99.71
99.87
99.79
99.83
99.83
99.85
99.83
100.18
99.77
100.14
100.11
100.02
99.79
99.75
99.89
99.87
100.14
99.81
100.02
100.15
100.37
99.75
100.19
100.18
99.87
100.11
99.90
