CPU_Percentage
4.50
25.61
25.67
25.08
24.87
25.17
24.58
25.49
25.05
24.84
25.37
25.67
24.76
24.88
25.26
25.06
25.49
24.59
25.17
25.18
25.13
24.61
25.08
25.19
25.49
25.41
24.85
1.65
