CPU_Percentage
0.01
9.74
10.02
9.61
10.07
10.12
10.45
10.07
10.17
9.86
10.10
9.94
10.09
10.34
10.04
10.37
10.35
10.38
10.05
10.07
10.03
10.30
10.21
9.98
10.23
9.91
10.27
0.48
