CPU_Percentage
0.54
25.33
25.54
27.23
25.29
26.31
25.67
25.81
26.40
25.83
25.79
25.98
26.22
25.86
25.86
25.84
25.78
25.37
26.16
26.51
26.06
26.32
26.09
26.12
25.83
26.29
26.13
1.92
