CPU_Percentage
195.90
199.57
199.48
200.53
200.20
199.66
200.04
200.45
199.74
199.58
200.37
199.49
199.57
199.57
200.55
200.37
199.56
199.74
199.82
200.54
199.65
200.21
200.45
200.38
199.65
199.48
199.66
195.10
