CPU_Percentage
0.00
9.51
9.32
9.40
9.20
9.35
9.48
9.92
9.42
9.32
9.59
9.45
9.59
9.20
9.55
9.35
9.49
9.57
9.20
9.42
9.19
9.64
9.49
9.41
9.48
9.90
9.18
0.46
