CPU_Percentage
94.87
99.62
100.20
99.95
100.04
100.14
99.83
100.25
99.82
99.78
100.18
99.77
99.82
99.69
99.73
99.70
99.85
100.06
100.18
100.14
100.09
99.74
99.73
99.87
100.17
100.14
99.98
94.98
