CPU_Percentage
100.13
99.75
100.19
100.15
99.83
100.36
100.11
99.87
99.79
99.71
99.91
99.67
99.67
99.74
99.71
100.23
100.15
100.23
100.27
100.15
99.67
99.98
99.79
99.83
100.19
100.23
100.15
100.15
