CPU_Percentage
100.23
100.14
100.03
99.84
100.18
100.29
99.83
99.87
100.15
99.71
100.23
99.84
100.02
99.91
100.31
99.74
100.27
100.23
99.70
99.70
100.40
99.79
100.19
100.19
100.06
99.87
99.83
99.96
