Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci,1190,0,1600,2387.89730239163,87.82980700198095,58527.61147200363,21.0,20.13814736299449,0.0,1600,1800,1900,1900,2100,3200,21000,38000,56000,59000,59000
,Aggregated,1190,0,1600,2387.89730239163,87.82980700198095,58527.61147200363,21.0,20.13814736299449,0.0,1600,1800,1900,1900,2100,3200,21000,38000,56000,59000,59000
