CPU_Percentage
0.00
10.44
10.47
9.71
9.73
10.14
10.32
10.24
10.56
10.18
10.22
10.77
10.75
10.54
10.31
10.66
10.51
10.04
9.67
9.61
9.98
9.99
9.75
9.98
9.88
10.05
10.22
3.04
