CPU_Percentage
0.01
10.12
9.72
10.01
10.39
10.68
10.58
10.53
10.14
10.45
10.14
10.11
10.05
10.12
9.94
9.89
9.91
10.18
9.91
10.15
10.00
9.90
10.33
9.82
9.86
10.02
9.88
0.51
