CPU_Percentage
100.16
99.79
99.76
99.74
99.98
100.19
99.92
100.27
100.10
99.74
100.15
99.98
100.06
100.27
100.15
100.31
100.27
99.83
100.15
100.27
100.27
100.21
99.75
100.10
100.19
100.27
100.02
99.87
