Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/index.html,212514,1,10,10.03772782601871,3.6655869989772327,658.6563059972832,56.00132226582719,3557.4587534799084,0.016739879506667363,10,11,11,11,12,13,19,20,25,53,660
,Aggregated,212514,1,10,10.03772782601871,3.6655869989772327,658.6563059972832,56.00132226582719,3557.4587534799084,0.016739879506667363,10,11,11,11,12,13,19,20,25,53,660
