Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,237119,0,9,8.928995412665845,3.55556000067736,713.9973439989262,24.0,3954.066593908017,0.0,9,10,10,10,11,11,14,18,21,710,710
,Aggregated,237119,0,9,8.928995412665845,3.55556000067736,713.9973439989262,24.0,3954.066593908017,0.0,9,10,10,10,11,11,14,18,21,710,710
