CPU_Percentage
9.33
21.54
21.79
21.60
22.05
22.06
22.05
22.25
22.51
22.74
22.01
22.29
21.58
22.80
22.63
21.96
21.79
21.93
23.11
21.52
22.05
21.71
22.62
21.98
21.39
22.16
22.04
8.75
