CPU_Percentage
6.86
22.44
23.61
26.17
25.02
25.25
25.60
25.09
25.04
25.09
25.10
24.71
24.89
24.57
25.37
24.74
25.49
24.82
25.05
25.09
25.15
24.89
24.52
25.00
24.98
24.72
24.72
1.57
