CPU_Percentage
0.01
9.36
10.60
9.80
10.70
10.17
10.66
10.59
10.76
10.36
10.56
10.60
10.35
10.44
10.43
10.60
10.05
10.68
10.30
10.15
9.91
10.01
9.94
10.04
10.33
10.52
10.13
1.75
