Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,244726,0,17,17.067915341111636,3.7742310014436953,683.809742997255,24.0,9084.382635198986,0.0,17,18,19,20,21,23,28,29,33,680,680
,Aggregated,244726,0,17,17.067915341111636,3.7742310014436953,683.809742997255,24.0,9084.382635198986,0.0,17,18,19,20,21,23,28,29,33,680,680
