CPU_Percentage
100.35
100.19
100.10
99.91
100.09
100.11
99.90
100.18
100.23
100.10
99.70
99.70
99.87
99.91
99.79
100.15
99.87
100.11
99.97
99.74
100.18
100.23
99.72
99.71
100.19
99.79
100.14
100.31
