CPU_Percentage
395.27
400.39
400.58
399.94
400.05
400.92
400.11
400.76
399.90
400.55
401.24
398.83
400.52
399.80
400.92
399.92
398.50
400.58
399.65
400.41
399.16
400.42
399.32
400.59
400.25
400.59
399.15
395.12
