CPU_Percentage
76.33
400.75
400.08
399.95
399.34
400.59
399.75
400.74
400.24
399.65
400.25
398.66
398.16
401.09
400.75
399.15
401.41
400.58
400.26
400.26
400.58
400.25
398.66
400.91
400.74
400.37
398.98
394.65
