Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci.php,547,0,9900,10001.683220509964,9094.658248999622,11742.54454399852,21.0,9.31857886584641,0.0,9900,11000,11000,11000,11000,11000,12000,12000,12000,12000,12000
,Aggregated,547,0,9900,10001.683220509964,9094.658248999622,11742.54454399852,21.0,9.31857886584641,0.0,9900,11000,11000,11000,11000,11000,12000,12000,12000,12000,12000
