Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci.php,1157,0,1000,2514.320798594753,776.9942250015447,6665.241752998554,21.0,12.604126727954768,0.0,1000,1800,1900,6400,6500,6500,6600,6600,6600,6700,6700
,Aggregated,1157,0,1000,2514.320798594753,776.9942250015447,6665.241752998554,21.0,12.604126727954768,0.0,1000,1800,1900,6400,6500,6500,6600,6600,6600,6700,6700
