Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,245198,0,17,17.147360124385475,4.214131000480847,678.8011829994502,24.0,4095.598502642093,0.0,17,18,19,20,21,24,27,29,33,670,680
,Aggregated,245198,0,17,17.147360124385475,4.214131000480847,678.8011829994502,24.0,4095.598502642093,0.0,17,18,19,20,21,24,27,29,33,670,680
