CPU_Percentage
0.46
14.80
14.55
14.05
14.70
13.86
14.03
14.70
13.66
14.46
14.65
14.04
14.15
13.90
14.00
13.97
14.08
14.03
14.11
14.25
13.97
14.14
14.18
14.88
14.25
13.67
14.04
4.41
