CPU_Percentage
0.01
9.44
9.30
9.38
9.51
9.29
9.39
9.23
9.23
9.58
9.53
9.28
9.32
9.80
9.33
9.35
9.19
9.34
9.59
9.30
9.38
9.40
9.67
9.28
9.31
9.35
9.10
0.01
