CPU_Percentage
0.36
13.85
14.05
13.90
14.13
13.72
13.36
13.84
14.18
13.77
13.66
13.45
13.71
14.30
13.60
13.79
13.72
13.96
13.89
13.98
13.95
14.09
13.71
13.83
13.59
13.98
14.39
1.18
