CPU_Percentage
0.58
9.34
9.46
9.48
9.56
9.40
9.32
9.44
9.31
9.45
9.59
9.43
9.43
9.43
9.45
9.21
9.25
9.44
9.35
9.41
9.46
9.27
9.58
9.57
9.49
9.24
9.24
0.29
