Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci,1190,0,1500,2389.284536250335,87.3992190026911,58515.723819000414,21.0,20.11850218533214,0.0,1500,1800,1900,2000,2100,3300,21000,38000,56000,59000,59000
,Aggregated,1190,0,1500,2389.284536250335,87.3992190026911,58515.723819000414,21.0,20.11850218533214,0.0,1500,1800,1900,2000,2100,3300,21000,38000,56000,59000,59000
