CPU_Percentage
114.16
299.56
300.06
299.34
300.68
300.69
300.06
300.43
299.61
299.12
298.87
299.61
300.69
299.62
299.49
299.12
299.72
299.73
299.12
300.30
300.44
299.34
300.80
300.67
300.33
300.44
299.73
295.01
