CPU_Percentage
95.17
100.18
99.91
99.74
99.85
99.61
99.74
99.56
100.10
100.22
100.14
100.22
100.13
100.18
99.82
100.26
100.09
100.01
99.74
99.74
99.74
99.62
99.70
99.97
99.56
99.97
100.10
95.20
