Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/index.html,215793,0,19,31.93292507936554,4.577125997457188,2690.367991999665,56.0,3603.424992354031,0.0,19,21,22,23,24,27,33,50,2500,2600,2700
,Aggregated,215793,0,19,31.93292507936554,4.577125997457188,2690.367991999665,56.0,3603.424992354031,0.0,19,21,22,23,24,27,33,50,2500,2600,2700
