Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,235735,0,17,17.933321908321336,4.097618999367114,738.4436920001463,24.0,3941.6927366656605,0.0,17,19,20,21,22,25,30,32,54,730,740
,Aggregated,235735,0,17,17.933321908321336,4.097618999367114,738.4436920001463,24.0,3941.6927366656605,0.0,17,19,20,21,22,25,30,32,54,730,740
