CPU_Percentage
3.56
25.43
25.86
27.06
26.00
26.79
26.24
26.41
25.48
26.06
26.99
26.37
26.24
25.48
26.14
25.78
26.14
26.48
26.39
26.66
26.19
26.73
25.76
25.85
26.08
25.80
26.05
2.39
