CPU_Percentage
0.00
9.41
9.39
9.49
9.36
9.53
9.64
9.44
9.74
9.84
9.88
9.47
9.64
9.32
9.62
9.56
9.29
9.49
9.24
9.57
17.68
10.25
9.78
10.04
10.17
9.68
9.75
0.54
