CPU_Percentage
196.18
199.32
199.41
199.49
199.56
199.58
199.89
200.35
199.41
199.49
199.41
200.23
200.46
200.28
199.40
200.04
200.17
200.45
200.44
199.46
200.29
200.02
200.45
200.44
200.28
199.32
199.89
