CPU_Percentage
0.01
9.50
9.80
10.31
10.42
9.68
10.30
10.42
9.66
9.84
10.11
9.93
9.94
10.36
10.00
9.79
10.22
9.83
10.51
10.66
10.37
10.54
9.72
10.45
9.89
9.86
10.09
0.60
