Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci.php,416,0,15000,18891.677013336546,13954.72014400002,35048.80906800099,21.0,7.054709982471204,0.0,15000,22000,23000,23000,27000,32000,34000,35000,35000,35000,35000
,Aggregated,416,0,15000,18891.677013336546,13954.72014400002,35048.80906800099,21.0,7.054709982471204,0.0,15000,22000,23000,23000,27000,32000,34000,35000,35000,35000,35000
