CPU_Percentage
3.88
14.11
15.09
14.97
14.99
14.59
14.77
14.80
15.03
14.88
14.36
14.75
14.70
15.08
14.67
14.71
14.71
14.63
14.80
14.78
14.69
14.63
14.78
14.67
14.81
14.76
14.63
0.66
