CPU_Percentage
88.17
100.27
99.83
99.79
99.81
100.11
100.15
99.75
100.02
99.79
100.20
100.27
100.23
100.13
99.79
99.79
99.79
99.87
100.19
100.19
99.75
99.90
100.33
100.15
100.23
99.87
100.06
100.23
