CPU_Percentage
0.03
10.80
9.85
10.00
10.28
10.36
9.75
9.76
10.64
10.73
10.28
9.80
10.07
10.29
10.52
9.87
9.81
9.59
10.47
10.04
10.15
9.90
10.37
10.15
9.95
9.95
10.19
3.10
