CPU_Percentage
0.27
7.96
8.64
8.61
8.58
8.87
8.74
9.29
8.59
8.39
8.57
8.93
8.66
8.78
8.89
9.14
9.14
8.83
9.10
9.18
9.07
8.82
8.75
8.65
8.70
8.63
8.78
0.36
