CPU_Percentage
0.00
10.46
10.29
10.18
9.78
10.03
10.51
9.96
10.01
10.48
10.14
10.49
10.31
10.08
10.41
10.44
10.25
10.15
10.73
10.17
10.37
10.09
10.19
9.96
10.07
10.18
9.86
0.01
