CPU_Percentage
0.01
9.47
9.42
9.29
9.27
9.62
9.44
9.25
9.47
9.30
9.51
9.36
9.51
9.35
9.77
9.32
9.26
9.30
9.20
9.29
9.43
9.25
9.42
9.72
9.08
9.38
9.61
1.97
