CPU_Percentage
97.36
99.82
100.10
99.74
100.02
100.18
100.14
100.10
99.85
100.10
100.13
99.69
100.18
99.97
99.70
99.65
100.10
100.22
100.08
100.18
100.18
99.78
100.14
100.18
100.13
99.74
100.03
94.79
