CPU_Percentage
2.20
14.64
15.57
16.88
15.65
15.92
15.73
15.74
15.37
15.93
15.41
15.84
15.10
15.85
15.84
15.64
15.89
15.76
15.37
15.93
15.79
15.61
15.73
15.47
15.73
15.30
15.71
1.61
