CPU_Percentage
170.12
299.61
299.29
298.97
300.19
300.31
299.22
300.55
301.05
298.74
299.73
300.19
299.36
299.62
300.31
298.85
300.19
300.54
300.56
300.31
299.45
300.80
299.87
300.32
300.18
299.62
300.43
270.67
