CPU_Percentage
96.93
100.19
100.17
99.73
100.27
99.87
100.14
100.14
99.75
100.15
100.19
100.27
100.15
99.96
99.79
100.22
99.79
99.83
99.85
99.71
100.18
100.00
99.75
99.87
99.71
99.67
100.19
100.47
