Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/index.html,212874,0,10,10.040473798297967,4.352424999524374,694.2607410001074,56.0,3552.3678756322693,0.0,10,11,11,12,12,13,18,20,24,690,690
,Aggregated,212874,0,10,10.040473798297967,4.352424999524374,694.2607410001074,56.0,3552.3678756322693,0.0,10,11,11,12,12,13,18,20,24,690,690
