CPU_Percentage
100.12
100.10
99.83
100.15
100.23
100.02
99.71
99.67
99.70
99.79
100.25
100.27
99.79
100.05
100.23
100.11
99.81
100.15
99.66
99.76
99.74
99.83
99.86
100.11
100.19
99.86
99.66
99.88
