CPU_Percentage
7.50
24.75
24.93
23.97
23.86
24.82
24.01
23.86
24.39
23.88
23.64
23.75
24.16
23.91
24.53
23.62
23.61
24.41
24.68
23.74
23.93
24.28
24.18
24.18
24.04
24.02
24.08
2.06
