Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci,1331,0,1600,2176.7945231013114,63.94160499985446,53938.99971399878,21.0,22.517103182443876,0.0,1600,1900,2000,2100,2200,2200,12000,29000,52000,54000,54000
,Aggregated,1331,0,1600,2176.7945231013114,63.94160499985446,53938.99971399878,21.0,22.517103182443876,0.0,1600,1900,2000,2100,2200,2200,12000,29000,52000,54000,54000
