Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,233742,0,9,9.014428090612556,3.4004420012934133,748.1780769994657,24.0,3904.8740510610637,0.0,9,10,10,10,11,11,15,18,21,29,750
,Aggregated,233742,0,9,9.014428090612556,3.4004420012934133,748.1780769994657,24.0,3904.8740510610637,0.0,9,10,10,10,11,11,15,18,21,29,750
