Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/index.html,219444,0,9,9.78370846867276,4.0325900008610915,734.4081999981427,56.0,3658.8702172045078,0.0,9,10,11,11,12,13,18,20,23,730,730
,Aggregated,219444,0,9,9.78370846867276,4.0325900008610915,734.4081999981427,56.0,3658.8702172045078,0.0,9,10,11,11,12,13,18,20,23,730,730
