CPU_Percentage
11.50
25.17
25.43
26.00
25.71
26.42
24.55
26.40
25.41
25.91
25.74
25.98
25.51
26.19
26.07
25.43
25.64
25.25
25.66
25.70
25.24
25.36
26.19
25.70
25.31
25.20
26.09
