CPU_Percentage
1.69
8.62
8.87
8.84
9.12
8.48
9.08
8.22
8.23
8.67
8.45
8.83
8.50
8.35
8.51
8.68
9.02
8.91
9.29
9.21
8.75
8.93
8.34
8.63
8.56
8.38
8.69
0.27
