CPU_Percentage
0.00
10.11
10.30
10.14
10.21
10.72
9.53
10.02
9.91
10.02
9.81
10.25
10.71
10.46
10.46
10.74
10.26
10.15
10.11
10.17
9.92
10.25
10.11
10.18
10.70
9.97
10.27
0.61
