CPU_Percentage
0.37
24.38
25.98
25.89
25.93
25.70
26.21
25.39
26.26
26.03
26.39
25.67
26.27
25.84
25.98
26.42
26.13
26.23
26.84
25.99
26.91
26.50
26.27
25.86
26.18
25.60
25.92
4.69
