Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,238342,0,17,17.647048572416008,4.565328999888152,750.5605269980151,24.0,3974.445313259922,0.0,17,19,20,20,22,24,29,31,40,750,750
,Aggregated,238342,0,17,17.647048572416008,4.565328999888152,750.5605269980151,24.0,3974.445313259922,0.0,17,19,20,20,22,24,29,31,40,750,750
