CPU_Percentage
0.01
8.69
8.19
8.20
8.30
9.13
8.36
9.02
9.15
8.39
8.34
9.20
8.62
8.07
8.72
8.52
8.56
9.13
8.48
8.92
8.83
8.30
8.46
8.40
8.53
8.18
8.15
0.24
