CPU_Percentage
2.50
20.62
20.73
20.73
21.25
21.65
21.59
21.13
21.74
21.05
21.08
21.87
21.81
21.05
21.40
21.39
21.54
20.77
20.99
21.18
20.77
20.68
21.28
21.59
21.30
20.75
20.69
0.93
