CPU_Percentage
0.00
9.00
8.58
8.51
8.60
8.05
8.49
8.89
9.10
9.44
9.50
9.33
8.70
8.95
9.04
9.04
8.98
9.11
8.78
9.41
8.98
9.53
9.64
9.25
9.30
8.83
9.34
0.27
